title:one3, start timestamp:1732082789.636178, stop timestamp:1732082845.512112, headset type:EPOCX, headset serial:E5020C3A, headset firmware:730, channels:55, sampling rate:eeg_128, samples:7157      , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4
1732082789.636178,1732082789.638195,105.000000,0.000000,4345.641113,4302.563965,4321.922852,4323.717773,4292.563965,4297.179688,4163.717773,4342.179688,4330.000000,4311.025879,4449.871582,4495.256348,4349.615234,4410.256348,1656.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.643986,1732082789.645803,106.000000,0.000000,4342.692383,4309.743652,4324.358887,4325.769043,4294.487305,4297.307617,4162.307617,4343.205078,4327.179688,4311.922852,4443.077148,4490.512695,4349.230957,4407.179688,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.651794,1732082789.653611,107.000000,0.000000,4337.179688,4311.410156,4325.897461,4326.025879,4295.512695,4299.871582,4162.051270,4339.615234,4323.974121,4306.666504,4436.025879,4488.333496,4340.897461,4401.794922,1509.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.659603,1732082789.661320,108.000000,0.000000,4338.333496,4308.205078,4321.922852,4327.179688,4298.461426,4303.205078,4158.717773,4336.794922,4325.128418,4304.871582,4433.717773,4493.333496,4339.615234,4402.307617,1738.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.667411,1732082789.669128,109.000000,0.000000,4342.820313,4308.333496,4325.128418,4324.615234,4296.922852,4302.179688,4160.128418,4336.538574,4324.358887,4306.153809,4433.205078,4495.384766,4346.282227,4406.666504,1656.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.675219,1732082789.677136,110.000000,0.000000,4342.051270,4311.025879,4323.205078,4324.102539,4295.769043,4301.794922,4159.102539,4334.615234,4320.256348,4306.666504,4434.871582,4493.077148,4346.666504,4406.922852,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.683027,1732082789.684944,111.000000,0.000000,4337.307617,4311.153809,4322.820313,4325.000000,4296.922852,4303.077148,4157.436035,4334.615234,4321.153809,4308.717773,4436.025879,4496.410156,4343.077148,4405.256348,1509.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.690836,1732082789.692852,112.000000,0.000000,4336.153809,4309.230957,4321.794922,4324.871582,4294.358887,4300.000000,4156.922852,4340.000000,4330.256348,4312.563965,4435.641113,4497.692383,4343.333496,4408.077148,1738.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.698644,1732082789.700660,113.000000,0.000000,4333.333496,4306.153809,4323.717773,4321.794922,4293.205078,4297.051270,4158.589844,4344.102539,4333.333496,4313.974121,4436.282227,4493.205078,4346.794922,4407.436035,1656.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.706452,1732082789.708668,114.000000,0.000000,4323.589844,4305.256348,4322.179688,4318.077148,4293.717773,4301.153809,4155.000000,4342.436035,4328.333496,4314.102539,4437.307617,4489.358887,4346.922852,4400.512695,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.714260,1732082789.716476,115.000000,0.000000,4318.077148,4306.794922,4319.358887,4318.333496,4295.256348,4305.128418,4154.358887,4341.282227,4327.307617,4310.384766,4434.102539,4488.333496,4340.256348,4397.436035,1509.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.722069,1732082789.724385,116.000000,0.000000,4320.256348,4307.307617,4321.153809,4320.769043,4307.820313,4306.025879,4159.358887,4344.743652,4329.487305,4303.846191,4433.589844,4489.487305,4338.205078,4399.102539,1738.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.729877,1732082789.732193,117.000000,0.000000,4319.743652,4303.717773,4323.077148,4319.358887,4312.820313,4309.743652,4162.948730,4349.871582,4329.871582,4307.820313,4437.436035,4490.641113,4346.538574,4398.077148,1656.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.737685,1732082789.740201,118.000000,0.000000,4313.717773,4298.974121,4322.692383,4314.871582,4298.717773,4314.487305,4163.077148,4353.205078,4333.589844,4314.358887,4438.205078,4489.615234,4349.487305,4396.282227,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.745494,1732082789.748009,119.000000,0.000000,4312.436035,4302.692383,4326.025879,4319.230957,4296.282227,4315.512695,4160.384766,4352.307617,4336.538574,4311.282227,4435.897461,4483.077148,4344.743652,4394.102539,1509.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.753302,1732082789.755917,120.000000,0.000000,4316.538574,4308.974121,4333.205078,4325.128418,4305.769043,4313.077148,4161.282227,4350.256348,4334.487305,4310.000000,4438.717773,4481.922852,4345.512695,4393.461426,1738.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.761110,1732082789.763725,121.000000,0.000000,4323.077148,4307.436035,4331.282227,4324.615234,4301.282227,4311.666504,4162.307617,4349.615234,4338.333496,4319.230957,4447.179688,4496.538574,4353.974121,4403.974121,1656.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.768918,1732082789.771733,122.000000,0.000000,4329.743652,4305.512695,4333.333496,4321.794922,4295.641113,4311.410156,4164.615234,4352.948730,4344.487305,4326.410156,4451.666504,4510.512695,4357.179688,4412.436035,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.776727,1732082789.779542,123.000000,0.000000,4331.025879,4309.487305,4335.000000,4324.743652,4300.512695,4310.641113,4162.051270,4357.307617,4342.692383,4326.666504,4449.871582,4508.205078,4352.563965,4408.589844,1509.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.784535,1732082789.787450,124.000000,0.000000,4330.128418,4313.717773,4336.410156,4330.897461,4297.820313,4311.282227,4160.769043,4354.230957,4340.769043,4327.307617,4447.307617,4506.922852,4351.025879,4406.410156,1738.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.792343,1732082789.795258,125.000000,0.000000,4334.102539,4315.512695,4331.538574,4332.436035,4303.333496,4312.051270,4157.307617,4349.230957,4343.333496,4326.538574,4445.641113,4511.025879,4353.333496,4408.974121,1656.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.800151,1732082789.803166,126.000000,0.000000,4335.897461,4310.769043,4330.384766,4328.205078,4319.487305,4308.205078,4152.436035,4351.538574,4340.641113,4319.743652,4442.051270,4512.307617,4348.461426,4406.282227,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.807960,1732082789.810974,127.000000,0.000000,4332.820313,4305.128418,4327.948730,4327.436035,4315.128418,4308.205078,4151.410156,4353.974121,4336.153809,4318.205078,4439.871582,4508.974121,4342.307617,4402.948730,8.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.815768,1732082789.818682,0.000000,0.000000,4326.282227,4304.871582,4328.974121,4327.436035,4301.794922,4314.487305,4155.641113,4351.922852,4337.820313,4318.974121,4434.871582,4500.512695,4341.410156,4399.358887,0.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.823576,1732082789.826491,1.000000,0.000000,4322.051270,4305.128418,4327.692383,4325.641113,4304.871582,4316.282227,4154.743652,4354.230957,4341.410156,4317.051270,4432.820313,4494.358887,4339.230957,4392.307617,1304.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.831384,1732082789.834099,2.000000,0.000000,4325.000000,4304.743652,4328.205078,4325.000000,4308.461426,4310.256348,4153.974121,4359.102539,4343.461426,4319.615234,4438.461426,4499.358887,4338.717773,4393.205078,1229.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.839193,1732082789.841907,3.000000,0.000000,4327.307617,4305.512695,4327.307617,4322.436035,4299.615234,4309.615234,4156.922852,4357.692383,4343.461426,4324.487305,4440.128418,4502.948730,4343.846191,4400.512695,1184.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.847001,1732082789.849616,4.000000,0.000000,4322.820313,4303.205078,4324.871582,4321.153809,4297.563965,4316.282227,4158.589844,4355.256348,4344.230957,4326.282227,4440.769043,4501.153809,4349.358887,4403.333496,1205.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.854809,1732082789.857424,5.000000,0.000000,4318.974121,4303.974121,4331.538574,4325.128418,4303.717773,4314.230957,4160.897461,4356.794922,4344.871582,4332.179688,4447.948730,4508.077148,4356.025879,4404.871582,1072.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.862617,1732082789.865032,6.000000,0.000000,4318.333496,4310.641113,4335.641113,4326.025879,4303.846191,4307.820313,4162.948730,4356.666504,4344.358887,4336.282227,4452.179688,4512.179688,4361.282227,4410.512695,90.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.870426,1732082789.872840,7.000000,0.000000,4316.666504,4309.102539,4340.384766,4323.205078,4298.717773,4308.333496,4166.025879,4351.922852,4341.538574,4326.794922,4445.769043,4505.512695,4359.358887,4412.436035,1190.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.878234,1732082789.880549,8.000000,0.000000,4316.153809,4303.717773,4339.487305,4326.538574,4297.307617,4311.538574,4167.563965,4349.358887,4340.384766,4320.641113,4444.358887,4497.436035,4360.000000,4408.974121,1356.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.886042,1732082789.888357,9.000000,0.000000,4317.307617,4303.589844,4342.563965,4329.615234,4299.615234,4312.563965,4170.128418,4356.282227,4343.077148,4327.436035,4450.641113,4501.025879,4363.077148,4409.743652,1494.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.893850,1732082789.895965,10.000000,0.000000,4319.615234,4303.461426,4340.000000,4325.512695,4305.641113,4314.487305,4167.307617,4363.077148,4345.897461,4331.794922,4452.820313,4501.025879,4358.717773,4411.794922,1367.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.901659,1732082789.903774,11.000000,0.000000,4323.333496,4302.179688,4343.461426,4323.077148,4313.846191,4314.102539,4168.846191,4361.025879,4342.948730,4324.230957,4443.974121,4490.641113,4352.948730,4406.794922,1509.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.909467,1732082789.911682,12.000000,0.000000,4331.282227,4304.102539,4341.153809,4327.948730,4311.922852,4313.717773,4170.000000,4358.333496,4339.102539,4325.384766,4440.000000,4489.487305,4357.692383,4404.743652,1731.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
1732082789.917275,1732082789.919490,13.000000,0.000000,4336.922852,4301.282227,4336.666504,4326.922852,4299.358887,4315.384766,4166.794922,4354.358887,4341.538574,4338.077148,4446.025879,4497.692383,4360.128418,4407.307617,1649.000000,0.000000,8.000000,,,,0.000000,2.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,16.666666,,,,,,,,,,,,,,,,
